id,loan_amnt_USD,loan_amnt_EUR,funded_amnt_USD,funded_amnt_EUR,int_rate,installment_USD,installment_EUR,total_pymnt_USD,total_pymnt_EUR,exchange_rate,issue_id,loan_status,term,sub_grade,verification_status,addr_state
22403153.0,11200.0,9999.999999999998,11200.0,9999.999999999998,686165.2,373.56,333.5357142857143,1113.03,993.7767857142856,1.12,2,0,36,C1,0,3
25276117.0,28000.0,24778.761061946905,1000.0,884.9557522123895,686165.2,587.92,520.283185840708,7040.28,6230.336283185841,1.13,1,1,60,B2,1,4
31207716.0,35000.0,31249.999999999996,35000.0,31249.999999999996,686165.2,790.82,706.0892857142857,8674.34,7744.9464285714275,1.12,2,1,60,C2,1,1
31888135.0,4950.0,4669.811320754717,4950.0,4669.811320754717,0.1999,183.94,173.52830188679243,178.44,168.33962264150944,1.06,11,1,36,E4,1,2
34462110.0,14400.0,12857.142857142855,14400.0,12857.142857142855,686165.2,480.98,429.44642857142856,5280.87,4715.062499999999,1.12,2,1,36,C1,1,3
34883768.0,10300.0,9115.044247787611,10300.0,9115.044247787611,686165.2,320.35,283.495575221239,3839.91,3398.1504424778764,1.13,1,1,36,A4,0,4
35683282.0,22400.0,19823.008849557526,22400.0,19823.008849557526,686165.2,686.44,607.4690265486727,8221.13,7275.33628318584,1.13,1,1,36,A2,1,0
36169417.0,24000.0,21238.938053097347,24000.0,21238.938053097347,0.1559,578.42,511.8761061946903,6899.47,6105.725663716815,1.13,1,1,60,D1,1,0
36201871.0,21000.0,18584.07079646018,21000.0,18584.07079646018,686165.2,639.15,565.6194690265487,7655.73,6774.982300884956,1.13,1,1,36,A1,1,4
36241014.0,20000.0,17699.11504424779,20000.0,17699.11504424779,686165.2,411.98,364.58407079646025,4934.13,4366.486725663717,1.13,1,1,60,B1,1,2
36561402.0,9600.0,8571.42857142857,9600.0,8571.42857142857,686165.2,309.72,276.5357142857143,1852.99,1654.4553571428569,1.12,6,1,36,B3,1,2
36763239.0,15000.0,13274.336283185841,15000.0,13274.336283185841,0.17859999999999998,379.76,336.070796460177,4527.35,4006.504424778762,1.13,1,1,60,D5,1,0
36802496.0,7800.0,6902.654867256638,7800.0,6902.654867256638,686165.2,260.53,230.5575221238938,3120.99,2761.9380530973453,1.13,1,1,36,C1,1,2
36806601.0,20000.0,18099.547511312223,20000.0,18099.547511312223,686165.2,640.57,579.7013574660635,7665.75,6937.330316742083,1.1049999999999998,0,1,36,B2,1,2
36950419.0,14000.0,12389.380530973453,14000.0,12389.380530973453,0.15990000000000001,340.38,301.22123893805315,4132.09,3656.7168141592924,1.13,1,1,60,D2,1,1
37011266.0,28000.0,24778.761061946905,28000.0,24778.761061946905,0.1559,978.74,866.1415929203541,8760.16,7752.353982300886,1.13,1,0,36,D1,1,4
37051229.0,30000.0,26548.672566371682,30000.0,26548.672566371682,686165.2,667.19,590.4336283185842,8366.84,7404.283185840709,1.13,1,1,60,B5,1,1
37068509.0,7000.0,6194.690265486726,7000.0,6194.690265486726,686165.2,242.63,214.71681415929206,2905.73,2571.4424778761063,1.13,1,1,36,C5,1,3
37107114.0,25000.0,22123.893805309737,25000.0,22123.893805309737,686165.2,766.12,677.9823008849559,9175.41,8119.83185840708,1.13,1,1,36,A2,1,2
37257668.0,12000.0,10619.469026548673,12000.0,10619.469026548673,686165.2,377.09,333.7079646017699,4514.16,3994.83185840708,1.13,1,1,36,A5,1,2
37267742.0,12000.0,10619.469026548673,12000.0,10619.469026548673,686165.2,377.09,333.7079646017699,4545.79,4022.823008849558,1.13,1,0,36,A5,0,2
37329129.0,8000.0,7079.646017699116,1000.0,884.9557522123895,686165.2,265.68,235.11504424778764,2911.82,2576.83185840708,1.13,1,0,36,B5,0,2
373332.0,9950.0,9045.454545454544,1000.0,909.090909090909,0.1825,360.97,328.1545454545454,1072.82,975.2909090909089,1.1,10,1,36,E1,0,1
37600541.0,8000.0,7239.819004524888,8000.0,7239.819004524888,686165.2,251.4,227.51131221719461,3009.52,2723.547511312218,1.1049999999999998,0,1,36,A5,1,2
37601431.0,15000.0,13274.336283185841,15000.0,13274.336283185841,0.1366,346.39,306.53982300884957,4133.91,3658.327433628319,1.13,1,1,60,C3,1,2
37612109.0,68616520.0,60722584.07079647,11850.0,10486.725663716816,0.1714,423.32,374.6194690265487,5057.27,4475.4601769911515,1.13,1,1,36,D4,1,2
37612196.0,15000.0,13274.336283185841,15000.0,13274.336283185841,686165.2,314.96,278.72566371681415,3809.57,3371.3008849557527,1.13,1,1,60,B2,1,3
37620643.0,24000.0,21238.938053097347,1000.0,884.9557522123895,686165.2,735.47,650.8584070796461,8808.33,7794.982300884956,1.13,1,1,36,A2,1,1
37621437.0,32000.0,28318.584070796463,32000.0,28318.584070796463,686165.2,1165.57,1031.4778761061948,13920.92,12319.398230088496,1.13,1,1,36,E1,1,1
37621803.0,4700.0,4159.292035398231,4700.0,4159.292035398231,686165.2,150.54,133.2212389380531,68616520.0,60722584.07079647,1.13,1,1,36,B2,0,2
37640409.0,11200.0,9911.504424778763,11200.0,9911.504424778763,0.1999,296.67,262.5398230088496,1174.24,1039.1504424778761,1.13,1,0,60,E3,0,1
37641179.0,68616520.0,60722584.07079647,28000.0,24778.761061946905,686165.2,870.85,770.6637168141593,10426.9,9227.345132743363,1.13,1,1,36,A4,1,1
37641650.0,35000.0,30973.45132743363,35000.0,30973.45132743363,686165.2,1088.56,963.3274336283187,13048.16,11547.044247787611,1.13,1,1,36,A5,1,2
37651425.0,5150.0,4557.522123893806,5150.0,4557.522123893806,0.1649,182.31,161.33628318584073,2202.11,1948.7699115044252,1.13,1,1,36,D3,1,2
37652106.0,25000.0,22123.893805309737,25000.0,22123.893805309737,0.1559,68616520.0,60722584.07079647,10443.25,9241.814159292036,1.13,1,1,36,D1,1,2
37671458.0,35000.0,30973.45132743363,35000.0,30973.45132743363,686165.2,1088.56,963.3274336283187,13033.59,11534.150442477878,1.13,1,1,36,A4,1,4
37671833.0,7500.0,6637.168141592921,7500.0,6637.168141592921,686165.2,252.67,223.60176991150445,3018.51,2671.24778761062,1.13,1,1,36,C2,0,2
37672125.0,15000.0,13274.336283185841,15000.0,13274.336283185841,686165.2,456.54,404.0176991150443,5468.43,4839.318584070797,1.13,1,1,60,A1,0,1
37680706.0,35000.0,30973.45132743363,35000.0,30973.45132743363,686165.2,1099.85,973.3185840707964,13183.54,11666.849557522126,1.13,1,1,36,A5,1,1
37680875.0,15000.0,13274.336283185841,15000.0,13274.336283185841,686165.2,308.98,273.4336283185841,3693.31,3268.41592920354,1.13,1,1,60,B1,1,0
37691298.0,25000.0,22123.893805309737,1000.0,884.9557522123895,686165.2,514.97,455.7256637168142,6155.56,5447.398230088496,1.13,1,1,60,B1,1,3
37691377.0,23600.0,20884.95575221239,1000.0,884.9557522123895,686165.2,507.14,448.79646017699116,6058.17,5361.212389380532,1.13,1,1,60,B3,1,3
37691997.0,8000.0,7079.646017699116,8000.0,7079.646017699116,686165.2,245.16,216.9557522123894,8164.08,7224.849557522124,1.13,1,1,36,A2,0,4
37692393.0,10000.0,8849.557522123894,10000.0,8849.557522123894,686165.2,219.63,194.3628318584071,2622.85,2321.1061946902655,1.13,1,1,60,B5,0,3
37700602.0,26850.0,23761.061946902657,26850.0,23761.061946902657,0.2583,801.21,709.0353982300886,32358.25,28635.61946902655,1.13,1,1,60,G5,1,1
37730598.0,9600.0,8495.575221238938,9600.0,8495.575221238938,686165.2,68616520.0,60722584.07079647,3874.11,3428.41592920354,1.13,1,1,36,C2,0,1
37731126.0,12000.0,10619.469026548673,12000.0,10619.469026548673,686165.2,289.21,255.93805309734515,13336.65,11802.345132743363,1.13,1,1,60,D1,1,1
37750229.0,32000.0,28959.276018099554,32000.0,28959.276018099554,0.1431,749.74,678.4977375565612,9801.44,8870.081447963803,1.1049999999999998,0,1,60,C4,1,4
37750958.0,32000.0,28318.584070796463,32000.0,28318.584070796463,686165.2,995.26,880.7610619469027,11909.83,10539.672566371682,1.13,1,1,60,A4,1,3
37751648.0,24000.0,21238.938053097347,24000.0,21238.938053097347,686165.2,735.47,650.8584070796461,8808.33,7794.982300884956,1.13,1,1,36,A2,1,1
37752011.0,25000.0,22123.893805309737,25000.0,22123.893805309737,686165.2,830.24,734.7256637168142,9929.57,8787.230088495577,1.13,1,1,36,B5,1,4
37811574.0,18000.0,15929.203539823011,18000.0,15929.203539823011,686165.2,370.78,328.12389380530976,4432.02,3922.141592920355,1.13,1,1,60,B1,1,2
37811673.0,35000.0,30973.45132743363,35000.0,30973.45132743363,0.15990000000000001,1230.33,1088.787610619469,13041.12,11540.814159292036,1.13,1,0,36,D2,1,1
37821356.0,11550.0,10221.238938053099,11550.0,10221.238938053099,0.1999,305.95,270.75221238938053,3645.75,3226.327433628319,1.13,1,1,60,E3,0,2
37841440.0,25000.0,22123.893805309737,25000.0,22123.893805309737,686165.2,812.45,718.9823008849559,8922.38,7895.911504424779,1.13,1,1,36,B3,1,2
37866237.0,28000.0,24778.761061946905,28000.0,24778.761061946905,0.1431,961.2,850.6194690265488,11489.88,10168.03539823009,1.13,1,1,36,C4,1,2
37866544.0,20000.0,17699.11504424779,20000.0,17699.11504424779,686165.2,448.85,397.212389380531,5372.43,4754.362831858408,1.13,1,1,60,C1,1,1
37887123.0,8000.0,7079.646017699116,8000.0,7079.646017699116,686165.2,267.21,236.46902654867256,1592.25,1409.0707964601772,1.13,1,0,36,C5,0,4
37887364.0,15000.0,13274.336283185841,15000.0,13274.336283185841,0.1924,391.1,346.10619469026557,4661.13,4124.893805309735,1.13,1,1,60,E2,0,4
37907332.0,21300.0,18849.557522123894,21300.0,18849.557522123894,686165.2,523.54,463.30973451327435,6243.45,5525.1769911504425,1.13,1,1,60,D3,1,4
37917304.0,6000.0,5309.734513274337,1000.0,884.9557522123895,686165.2,185.24,163.92920353982302,2218.22,1963.0265486725664,1.13,1,1,36,A3,1,4
37927296.0,10000.0,8849.557522123894,10000.0,8849.557522123894,0.21989999999999998,276.14,244.3716814159292,68616520.0,60722584.07079647,1.13,1,1,60,E5,1,3
37927549.0,35000.0,30973.45132743363,35000.0,30973.45132743363,0.1649,1238.98,1096.4424778761063,6130.77,5425.4601769911515,1.13,1,0,36,D3,1,4
37938334.0,18000.0,15929.203539823011,18000.0,15929.203539823011,0.1431,68616520.0,60722584.07079647,5087.88,4502.548672566372,1.13,1,1,60,C4,1,3
37948249.0,12000.0,10619.469026548673,12000.0,10619.469026548673,0.1499,415.93,368.07964601769913,4971.17,4399.265486725664,1.13,1,1,36,C5,0,3
37948610.0,4800.0,4343.891402714933,4800.0,4343.891402714933,0.1366,163.27,147.75565610859732,1951.95,1766.4705882352946,1.1049999999999998,0,1,36,C3,0,2
37958255.0,10000.0,8849.557522123894,10000.0,8849.557522123894,686165.2,332.1,293.89380530973455,4009.7,3548.407079646018,1.13,1,1,60,B5,1,1
37978181.0,12000.0,10619.469026548673,12000.0,10619.469026548673,0.1431,68616520.0,60722584.07079647,7548.35,6679.9557522123905,1.13,1,1,36,C4,0,2
37998364.0,8400.0,7433.628318584071,8400.0,7433.628318584071,686165.2,288.36,255.18584070796464,3446.96,3050.407079646018,1.13,1,1,36,C4,0,1
37998603.0,24000.0,21818.181818181816,24000.0,21818.181818181816,686165.2,509.82,463.47272727272724,3555.42,3232.2,1.1,5,1,60,B3,0,4
38018251.0,11200.0,9911.504424778763,11200.0,9911.504424778763,686165.2,240.68,212.9911504424779,2875.11,2544.345132743363,1.13,1,1,60,B3,1,4
38028516.0,6000.0,5309.734513274337,6000.0,5309.734513274337,0.1559,209.73,185.60176991150442,6281.35,5558.716814159293,1.13,1,1,36,D1,1,1
38058468.0,8000.0,7079.646017699116,1000.0,884.9557522123895,0.1499,277.29,245.38938053097348,3314.16,2932.8849557522126,1.13,1,1,36,C5,0,3
38078645.0,68616520.0,60722584.07079647,3875.0,3429.203539823009,0.1499,134.31,118.85840707964603,3687.54,3263.3097345132746,1.13,1,1,36,C5,0,2
38098252.0,6000.0,5309.734513274337,6000.0,5309.734513274337,0.1499,207.97,184.04424778761063,197.98,175.20353982300887,1.13,1,0,36,C5,1,3
38108327.0,1200.0,1061.9469026548672,1200.0,1061.9469026548672,0.1366,40.82,36.12389380530974,488.02,431.8761061946903,1.13,1,0,36,C3,1,1
38141178.0,4750.0,4203.53982300885,4750.0,4203.53982300885,0.1714,169.69,150.16814159292036,2027.23,1794.0088495575224,1.13,1,1,60,D4,0,2
38141958.0,10000.0,9049.773755656111,10000.0,9049.773755656111,0.1559,349.55,316.33484162895934,10961.22,9919.656108597286,1.1049999999999998,0,1,36,D1,1,1
38151414.0,26800.0,23716.814159292036,26800.0,23716.814159292036,0.1431,627.91,555.6725663716815,68616520.0,60722584.07079647,1.13,1,1,60,C4,1,1
38151481.0,25000.0,22123.893805309737,25000.0,22123.893805309737,686165.2,760.89,673.353982300885,68616520.0,60722584.07079647,1.13,1,1,36,A1,1,4
38151638.0,14475.0,12809.734513274338,14475.0,12809.734513274338,0.2299,68616520.0,60722584.07079647,4858.78,4299.805309734514,1.13,1,1,60,F1,1,2
38162231.0,12000.0,10619.469026548673,1000.0,884.9557522123895,0.18539999999999998,308.26,272.79646017699116,3686.76,3262.6194690265493,1.13,1,1,60,E1,1,2
38162496.0,11700.0,10353.982300884956,11700.0,10353.982300884956,0.21989999999999998,446.77,395.37168141592923,5346.95,4731.814159292036,1.13,1,1,36,E5,1,1
38171495.0,11325.0,10022.12389380531,11325.0,10022.12389380531,0.17859999999999998,68616520.0,60722584.07079647,3418.17,3024.9292035398234,1.13,1,1,60,D5,1,2
38171566.0,6250.0,5530.973451327434,6250.0,5530.973451327434,686165.2,203.12,179.75221238938056,68616520.0,60722584.07079647,1.13,1,1,36,B3,0,1
38171736.0,28000.0,24778.761061946905,28000.0,24778.761061946905,0.25989999999999996,838.17,741.7433628318585,9977.18,8829.362831858409,1.13,1,1,60,G4,1,2
38171949.0,20000.0,17699.11504424779,20000.0,17699.11504424779,0.1366,461.85,408.7168141592921,5511.84,4877.734513274337,1.13,1,1,60,C3,1,3
38171990.0,35000.0,30973.45132743363,35000.0,30973.45132743363,0.2557,1039.03,919.495575221239,35522.06,31435.451327433628,1.13,1,1,60,F5,1,1
38172140.0,9900.0,8761.061946902655,9900.0,8761.061946902655,686165.2,313.3,277.25663716814165,3750.06,3318.637168141593,1.13,1,1,36,B1,1,1
38181359.0,24000.0,21238.938053097347,24000.0,21238.938053097347,0.1431,562.31,497.61946902654864,6709.56,5937.663716814161,1.13,1,1,60,C4,1,2
38182010.0,20000.0,17699.11504424779,20000.0,17699.11504424779,0.17859999999999998,721.65,638.6283185840708,7918.31,7007.353982300886,1.13,1,1,36,D5,1,1
38191359.0,4750.0,4203.53982300885,4750.0,4203.53982300885,0.15990000000000001,166.98,147.76991150442478,4974.84,4402.513274336284,1.13,1,0,36,D2,1,4
38201230.0,15000.0,13274.336283185841,15000.0,13274.336283185841,686165.2,505.34,447.2035398230089,1999.71,1769.6548672566373,1.13,1,0,36,C5,1,2
38211297.0,20625.0,18252.212389380533,20625.0,18252.212389380533,686165.2,688.9,609.6460176991151,8238.41,7290.628318584071,1.13,1,1,36,C1,1,4
38211876.0,32000.0,28318.584070796463,32000.0,28318.584070796463,0.17859999999999998,810.16,716.9557522123894,9658.42,8547.274336283186,1.13,1,1,60,D5,1,4
38212467.0,68616520.0,60722584.07079647,20000.0,17699.11504424779,0.1366,680.26,602.0,8132.76,7197.132743362833,1.13,1,1,36,C3,1,2
38212617.0,10800.0,9557.522123893807,10800.0,9557.522123893807,0.20989999999999998,292.12,258.5132743362832,3480.25,3079.8672566371683,1.13,1,1,60,E4,1,1
38212702.0,20000.0,17699.11504424779,20000.0,17699.11504424779,686165.2,444.79,393.6194690265487,5324.16,4711.646017699115,1.13,1,1,60,B5,1,3
38221902.0,5000.0,4424.778761061947,5000.0,4424.778761061947,686165.2,153.23,135.60176991150442,1835.15,1624.0265486725666,1.13,1,1,36,A2,1,2
38232469.0,6225.0,5508.849557522124,6225.0,5508.849557522124,0.1366,211.73,187.3716814159292,2545.7,2252.83185840708,1.13,1,1,36,C3,1,2
38242030.0,4000.0,3539.823008849558,4000.0,3539.823008849558,0.1431,137.32,121.52212389380531,1641.48,1452.637168141593,1.13,1,1,36,C4,0,2
38242401.0,19500.0,17256.637168141595,19500.0,17256.637168141595,686165.2,624.56,552.70796460177,7474.16,6614.300884955753,1.13,1,1,36,B2,1,4
38261283.0,7000.0,6194.690265486726,7000.0,6194.690265486726,686165.2,217.72,192.67256637168143,2389.09,2114.2389380530976,1.13,1,1,36,A4,0,2
38261765.0,18000.0,15929.203539823011,18000.0,15929.203539823011,686165.2,555.71,491.77876106194697,6654.54,5888.973451327434,1.13,1,1,36,A3,0,1
38272059.0,5000.0,4424.778761061947,5000.0,4424.778761061947,0.1431,171.65,151.90265486725664,2051.85,1815.7964601769913,1.13,1,1,36,C4,1,0
38272154.0,14000.0,12389.380530973453,14000.0,12389.380530973453,686165.2,443.05,392.0796460176992,5303.11,4693.017699115045,1.13,1,1,36,B1,1,3
38281530.0,10000.0,8849.557522123894,10000.0,8849.557522123894,0.1499,346.61,306.73451327433634,4142.66,3666.070796460177,1.13,1,1,36,C5,1,2
38282489.0,6000.0,5309.734513274337,6000.0,5309.734513274337,686165.2,188.55,166.85840707964604,2257.14,1997.4690265486727,1.13,1,1,36,A5,0,1
38291244.0,20000.0,17699.11504424779,20000.0,17699.11504424779,686165.2,668.02,591.1681415929204,14088.74,12467.91150442478,1.13,1,1,36,C1,1,2
38301173.0,24000.0,21238.938053097347,1000.0,884.9557522123895,0.1649,589.91,522.0442477876106,7034.95,6225.619469026549,1.13,1,1,60,D3,1,4
38311414.0,15000.0,13274.336283185841,15000.0,13274.336283185841,0.1366,346.39,306.53982300884957,4145.3,3668.4070796460182,1.13,1,1,60,C3,0,2
38311693.0,2500.0,2212.3893805309735,2500.0,2212.3893805309735,686165.2,80.08,70.86725663716814,718.08,635.4690265486727,1.13,1,0,36,B2,1,1
38312082.0,10000.0,8849.557522123894,10000.0,8849.557522123894,686165.2,332.1,293.89380530973455,68616520.0,60722584.07079647,1.13,1,1,36,B5,1,3
38312255.0,12675.0,11216.814159292036,12675.0,11216.814159292036,686165.2,278.38,246.35398230088498,3324.45,2941.991150442478,1.13,1,1,60,B4,1,3
38321857.0,13000.0,11504.424778761064,13000.0,11504.424778761064,686165.2,68616520.0,60722584.07079647,5123.32,4533.911504424779,1.13,1,1,36,B4,1,4
38341427.0,25000.0,22123.893805309737,25000.0,22123.893805309737,686165.2,760.89,673.353982300885,21153.04,18719.504424778763,1.13,1,1,36,A1,1,2
38342108.0,20000.0,17699.11504424779,20000.0,17699.11504424779,0.1999,529.77,468.82300884955754,20133.27,17817.053097345135,1.13,1,1,60,E3,1,2
38342391.0,9500.0,8407.0796460177,9500.0,8407.0796460177,686165.2,300.65,266.0619469026549,3598.65,3184.6460176991154,1.13,1,0,36,B1,0,1
38342504.0,35000.0,30973.45132743363,1000.0,884.9557522123895,0.21989999999999998,966.47,855.283185840708,12478.59,11043.000000000002,1.13,1,1,60,E5,1,4
38362671.0,14525.0,12853.982300884956,14525.0,12853.982300884956,686165.2,68616520.0,60722584.07079647,3857.01,3413.2831858407085,1.13,1,1,60,B5,0,4
38382064.0,68616520.0,60722584.07079647,12000.0,10619.469026548673,0.1714,299.14,264.72566371681415,3566.83,3156.486725663717,1.13,1,1,60,D4,0,1
38413636.0,12000.0,10619.469026548673,12000.0,10619.469026548673,686165.2,377.09,333.7079646017699,4514.16,3994.83185840708,1.13,1,1,36,A5,0,3
38413974.0,9000.0,7964.6017699115055,9000.0,7964.6017699115055,0.1559,314.6,278.40707964601773,3490.96,3089.345132743363,1.13,1,1,36,D1,1,1
38414180.0,68616520.0,60722584.07079647,26050.0,23053.097345132745,0.1999,690.03,610.6460176991151,8251.43,7302.150442477877,1.13,1,1,60,E3,1,4
38414664.0,6000.0,5309.734513274337,6000.0,5309.734513274337,686165.2,202.14,178.8849557522124,68616520.0,60722584.07079647,1.13,1,1,36,C2,1,3
38414904.0,10000.0,8849.557522123894,10000.0,8849.557522123894,686165.2,320.29,283.44247787610624,3838.21,3396.6460176991154,1.13,1,1,36,B2,0,2
38415266.0,11200.0,9911.504424778763,11200.0,9911.504424778763,0.1559,391.5,346.4601769911505,4296.8,3802.4778761061953,1.13,1,1,36,D5,1,1
38415532.0,18000.0,15929.203539823011,18000.0,15929.203539823011,686165.2,565.64,500.56637168141594,6779.49,5999.548672566372,1.13,1,1,36,A5,1,3
38416309.0,8500.0,7522.12389380531,8500.0,7522.12389380531,0.1431,291.8,258.2300884955753,3203.04,2834.548672566372,1.13,1,1,60,C4,1,4
38417018.0,20000.0,18099.547511312223,20000.0,18099.547511312223,0.1559,482.02,436.2171945701358,5258.91,4759.194570135747,1.1049999999999998,0,1,60,D1,1,4
38417249.0,8000.0,7079.646017699116,8000.0,7079.646017699116,686165.2,68616520.0,60722584.07079647,2919.2,2583.3628318584074,1.13,1,1,36,A1,0,4
38417514.0,15000.0,13274.336283185841,15000.0,13274.336283185841,0.18539999999999998,385.33,341.0,4593.06,4064.6548672566378,1.13,1,0,60,E1,0,3
38417815.0,21600.0,19115.044247787613,21600.0,19115.044247787613,0.1559,520.58,460.69026548672576,3606.64,3191.7168141592924,1.13,1,0,60,D1,1,3
38419045.0,18000.0,15929.203539823011,18000.0,15929.203539823011,686165.2,551.61,488.15044247787614,6054.73,5358.168141592921,1.13,1,1,36,A2,0,2
38425210.0,35000.0,30973.45132743363,35000.0,30973.45132743363,686165.2,1120.99,992.0265486725665,13433.43,11887.99115044248,1.13,1,1,36,B2,1,1
38426634.0,20000.0,17699.11504424779,20000.0,17699.11504424779,686165.2,649.96,575.1858407079646,7137.9,6316.725663716815,1.13,1,1,36,B3,1,0
38426735.0,12000.0,10619.469026548673,12000.0,10619.469026548673,0.18539999999999998,308.26,272.79646017699116,3366.14,2978.8849557522126,1.13,1,1,60,E1,1,2
38426884.0,4000.0,3539.823008849558,4000.0,3539.823008849558,0.18539999999999998,145.7,128.93805309734515,68616520.0,60722584.07079647,1.13,1,0,36,E1,0,2
38427284.0,3500.0,3097.345132743363,3500.0,3097.345132743363,0.23989999999999997,137.3,121.50442477876108,1534.17,1357.6725663716816,1.13,1,0,36,F2,1,3
38427410.0,17425.0,15420.353982300887,17425.0,15420.353982300887,0.1431,408.26,361.2920353982301,4871.41,4310.982300884956,1.13,1,1,60,C4,1,4
38427713.0,14000.0,12389.380530973453,14000.0,12389.380530973453,686165.2,293.96,260.141592920354,3509.07,3105.3716814159297,1.13,1,1,60,B2,1,3
38428098.0,35000.0,30973.45132743363,35000.0,30973.45132743363,0.18539999999999998,899.09,795.6548672566373,10716.98,9484.053097345133,1.13,1,1,60,E1,1,3
38428632.0,8000.0,7079.646017699116,8000.0,7079.646017699116,0.1499,277.29,245.38938053097348,8569.74,7583.840707964602,1.13,1,1,60,C5,1,1
38428667.0,3500.0,3097.345132743363,3500.0,3097.345132743363,686165.2,116.24,102.86725663716814,1276.31,1129.4778761061948,1.13,1,1,36,B5,1,4
38429476.0,4575.0,4048.672566371682,1000.0,884.9557522123895,0.1649,161.96,143.3274336283186,5090.13,4504.53982300885,1.13,1,1,36,D3,1,2
38429497.0,1500.0,1327.4336283185842,1500.0,1327.4336283185842,686165.2,50.54,44.72566371681416,604.32,534.7964601769912,1.13,1,1,36,C2,0,2
38429690.0,8275.0,7488.687782805431,8275.0,7488.687782805431,0.1559,289.26,261.7737556561086,3463.95,3134.796380090498,1.1049999999999998,0,1,36,D1,1,2
38434284.0,4250.0,3761.061946902655,4250.0,3761.061946902655,0.1366,144.56,127.92920353982302,1731.49,1532.2920353982302,1.13,1,1,36,C3,0,4
38434338.0,1000.0,884.9557522123895,1000.0,884.9557522123895,0.15990000000000001,35.16,31.115044247787612,420.14,371.8053097345133,1.13,1,1,36,D2,0,2
38434390.0,6000.0,5309.734513274337,6000.0,5309.734513274337,686165.2,199.26,176.33628318584073,68616520.0,60722584.07079647,1.13,1,1,36,B5,0,2
38434416.0,10000.0,8849.557522123894,10000.0,8849.557522123894,0.1559,349.55,309.3362831858407,4177.28,3696.70796460177,1.13,1,0,36,D1,0,1
38434647.0,5000.0,4424.778761061947,5000.0,4424.778761061947,686165.2,160.15,141.72566371681418,1916.53,1696.0442477876109,1.13,1,1,36,B2,0,4
38435127.0,15000.0,13274.336283185841,15000.0,13274.336283185841,686165.2,329.44,291.53982300884957,3943.75,3490.044247787611,1.13,1,1,60,B4,0,3
38435159.0,35000.0,30973.45132743363,35000.0,30973.45132743363,0.1924,68616520.0,60722584.07079647,15409.23,13636.486725663717,1.13,1,1,36,E2,1,4
38435222.0,35000.0,30973.45132743363,35000.0,30973.45132743363,0.1559,1223.43,1082.6814159292037,6321.77,5594.486725663718,1.13,1,0,36,D1,1,2
38435515.0,17925.0,15862.83185840708,17925.0,15862.83185840708,686165.2,68616520.0,60722584.07079647,7172.3,6347.1681415929215,1.13,1,1,36,C1,1,2
38435631.0,21500.0,19026.548672566372,21500.0,19026.548672566372,0.1366,496.49,439.37168141592923,5428.76,4804.212389380532,1.13,1,1,60,C3,1,3
38436092.0,5000.0,4424.778761061947,5000.0,4424.778761061947,686165.2,154.37,136.61061946902657,1850.5,1637.6106194690267,1.13,1,1,36,A5,0,3
38436311.0,21200.0,18761.061946902657,21200.0,18761.061946902657,0.1431,727.77,644.0442477876106,8716.39,7713.619469026549,1.13,1,1,36,C4,1,2
